eta,f,f',"f"""
0.0,0.0,0.0,0.332
0.20202020202020202,0.0067746613085693345,0.06706686807384155,0.3319242909712176
0.40404040404040403,0.027094322815043256,0.13408025057665815,0.33139476803643986
0.6060606060606061,0.06093584372294668,0.20090291237123054,0.32996217128648664
0.8080808080808081,0.10823929860527688,0.26730815311230854,0.3271918649831592
1.0101010101010102,0.16889022320991565,0.3329842763304481,0.32268028513860514
1.2121212121212122,0.24270330024789247,0.3975429698595771,0.316076492995635
1.4141414141414141,0.32940807906871444,0.4605324271213947,0.3071071925992534
1.6161616161616161,0.4286379204828581,0.5214556548629226,0.2956023965095952
1.8181818181818181,0.5399231384361131,0.5797937177866159,0.2815182488106819
2.0202020202020203,0.6626892604836462,0.6350329969586554,0.2649532009486602
2.2222222222222223,0.7962610707735472,0.68669472981924,0.24615383966642262
2.4242424242424243,0.9398726484744744,0.7343644563175541,0.225507694614012
2.6262626262626263,1.0926831110933664,0.7777185499374536,0.20352191860697544
2.8282828282828283,1.2537971958039327,0.8165451345034928,0.18078900791365132
3.0303030303030303,1.4222892881348872,0.850757006281495,0.1579428016471757
3.2323232323232323,1.5972291243990242,0.880395103042328,0.13560990480456137
3.4343434343434343,1.7777072041929973,0.905622210883625,0.11436258219630505
3.6363636363636362,1.9628580113686365,0.9267077965004157,0.09467900427706237
3.8383838383838382,2.1518794298901427,0.9440059598207909,0.07691543130405684
4.040404040404041,2.344047238833968,0.9579292125471449,0.06129284108298517
4.242424242424242,2.5387241378138508,0.9689210319613849,0.04789815769231192
4.444444444444445,2.735363341163074,0.9774299896567619,0.036698043917188644
4.646464646464646,2.9335072981106474,0.9838876407378012,0.0275617219714938
4.848484848484849,3.132782448213889,0.988691585111335,0.020288575753784826
5.05050505050505,3.332891133106379,0.9921942339786833,0.014636446815408412
5.252525252525253,3.533601797049374,0.9946970728546101,0.010347308652004932
5.454545454545454,3.73473852891463,0.9964496621734508,0.007168107089351147
5.656565656565657,3.9361707836699873,0.9976522591815594,0.004865764777245742
5.858585858585858,4.137803904105136,0.9984608685319594,0.0032363587704105634
6.0606060606060606,4.339570809718408,0.998993623921407,0.0021091803206733264
6.262626262626262,4.541425031242489,0.999337562188923,0.001346845455548623
6.4646464646464645,4.7433350939195185,0.9995551296103543,0.0008426854189091174
6.666666666666667,4.9452801503445905,0.9996899839952137,0.0005166005029681258
6.8686868686868685,5.147246694729319,0.999771885484383,0.0003103028055132332
7.070707070707071,5.349226169354388,0.9998206232897151,0.00018262323693808228
7.2727272727272725,5.5512132671495005,0.9998490409142338,0.00010530917418552399
7.474747474747475,5.753204767980708,0.9998652772613369,5.949902069802185e-05
7.6767676767676765,5.955198761444352,0.9998743667062604,3.293699832604387e-05
7.878787878787879,6.15719413770333,0.9998793522333118,1.786533632814252e-05
8.080808080808081,6.359190265443015,0.9998820318793415,9.494309171529321e-06
8.282828282828282,6.561186793476962,0.9998834429569871,4.943859915453647e-06
8.484848484848484,6.763183530328282,0.9998841712358433,2.5218557500889225e-06
8.686868686868687,6.965180373953983,0.9998845395586329,1.2602591598683252e-06
8.88888888888889,7.167177271237156,0.9998847217514719,6.178580665890256e-07
9.09090909090909,7.36917419481906,0.9998848100791278,2.9742225689459793e-07
9.292929292929292,7.57117113100616,0.9998848521336795,1.404772840226488e-07
9.494949494949495,7.773168072984119,0.999884872300993,6.320788615215704e-08
9.696969696969697,7.9751650178526114,0.9998848812713552,2.790378411236454e-08
9.8989898989899,8.177161964015406,0.9998848850938321,1.2523413871634882e-08
10.1010101010101,8.379158910714846,0.9998848867346877,5.754130118472874e-09
10.303030303030303,8.581155857624081,0.9998848874999069,2.5192666310173587e-09
10.505050505050505,8.783152804634325,0.9998848878335824,1.0753460668117056e-09
10.707070707070708,8.985149751688594,0.9998848879749763,4.495618240391003e-10
